,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
0,Cutting Finger Roll Layup Shot,Made Shot,6,0021500003,Shot Chart Detail,12,31,10,1,201939,Stephen Curry,56,1,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
1,Jump Shot,Missed Shot,9,0021500003,Shot Chart Detail,-176,195,10,1,201939,Stephen Curry,29,1,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
2,Layup Shot,Missed Shot,14,0021500003,Shot Chart Detail,20,9,9,1,201939,Stephen Curry,34,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
3,Jump Shot,Made Shot,19,0021500003,Shot Chart Detail,-197,193,9,1,201939,Stephen Curry,13,1,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
4,Running Layup Shot,Made Shot,36,0021500003,Shot Chart Detail,-4,8,7,1,201939,Stephen Curry,11,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
5,Jump Shot,Made Shot,38,0021500003,Shot Chart Detail,-11,259,6,1,201939,Stephen Curry,45,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
6,Jump Shot,Made Shot,46,0021500003,Shot Chart Detail,-117,188,5,1,201939,Stephen Curry,50,1,22,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
7,Jump Shot,Made Shot,55,0021500003,Shot Chart Detail,-179,228,5,1,201939,Stephen Curry,3,1,28,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
8,Step Back Jump shot,Made Shot,68,0021500003,Shot Chart Detail,89,239,3,1,201939,Stephen Curry,57,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
9,Jump Shot,Missed Shot,82,0021500003,Shot Chart Detail,-156,232,3,1,201939,Stephen Curry,6,1,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
10,Driving Finger Roll Layup Shot,Made Shot,88,0021500003,Shot Chart Detail,-19,21,2,1,201939,Stephen Curry,45,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
11,Driving Layup Shot,Made Shot,116,0021500003,Shot Chart Detail,12,18,0,1,201939,Stephen Curry,45,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
12,Jump Shot,Missed Shot,127,0021500003,Shot Chart Detail,-186,345,0,1,201939,Stephen Curry,1,1,39,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
13,Jump Shot,Missed Shot,208,0021500003,Shot Chart Detail,164,185,6,2,201939,Stephen Curry,3,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
14,Fadeaway Bank shot,Made Shot,221,0021500003,Shot Chart Detail,-96,85,4,2,201939,Stephen Curry,54,1,12,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612744,Golden State Warriors
15,Jump Shot,Missed Shot,253,0021500003,Shot Chart Detail,166,174,2,2,201939,Stephen Curry,11,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
16,Pullup Jump shot,Missed Shot,261,0021500003,Shot Chart Detail,204,151,1,2,201939,Stephen Curry,16,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
17,Driving Finger Roll Layup Shot,Made Shot,277,0021500003,Shot Chart Detail,-9,8,0,2,201939,Stephen Curry,0,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
18,Driving Finger Roll Layup Shot,Made Shot,302,0021500003,Shot Chart Detail,10,11,10,3,201939,Stephen Curry,7,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
19,Cutting Finger Roll Layup Shot,Made Shot,333,0021500003,Shot Chart Detail,-7,13,7,3,201939,Stephen Curry,35,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
20,Jump Shot,Missed Shot,339,0021500003,Shot Chart Detail,42,61,7,3,201939,Stephen Curry,14,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors
21,Jump Shot,Missed Shot,364,0021500003,Shot Chart Detail,161,203,5,3,201939,Stephen Curry,19,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
22,Jump Shot,Missed Shot,366,0021500003,Shot Chart Detail,20,23,5,3,201939,Stephen Curry,13,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
23,Jump Shot,Made Shot,395,0021500003,Shot Chart Detail,184,170,3,3,201939,Stephen Curry,23,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
24,Floating Jump shot,Missed Shot,524,0021500003,Shot Chart Detail,-122,43,5,4,201939,Stephen Curry,21,1,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612744,Golden State Warriors
25,Driving Layup Shot,Missed Shot,550,0021500003,Shot Chart Detail,6,7,2,4,201939,Stephen Curry,30,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
26,Step Back Jump shot,Missed Shot,11,0021500030,Shot Chart Detail,-109,154,11,1,201939,Stephen Curry,0,1,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
27,Pullup Jump shot,Made Shot,35,0021500030,Shot Chart Detail,209,124,9,1,201939,Stephen Curry,22,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
28,Jump Shot,Made Shot,39,0021500030,Shot Chart Detail,228,87,8,1,201939,Stephen Curry,56,1,24,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors
29,Pullup Jump shot,Made Shot,44,0021500030,Shot Chart Detail,-52,288,7,1,201939,Stephen Curry,52,1,29,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
30,Jump Shot,Missed Shot,62,0021500030,Shot Chart Detail,-129,214,6,1,201939,Stephen Curry,23,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
31,Jump Shot,Missed Shot,119,0021500030,Shot Chart Detail,222,106,3,1,201939,Stephen Curry,5,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
32,Jump Shot,Missed Shot,220,0021500030,Shot Chart Detail,-235,-16,6,2,201939,Stephen Curry,50,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors
33,Jump Shot,Made Shot,251,0021500030,Shot Chart Detail,-240,100,4,2,201939,Stephen Curry,5,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
34,Running Finger Roll Layup Shot,Made Shot,258,0021500030,Shot Chart Detail,14,-1,3,2,201939,Stephen Curry,49,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
35,Pullup Jump shot,Missed Shot,277,0021500030,Shot Chart Detail,-115,224,1,2,201939,Stephen Curry,56,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
36,Floating Jump shot,Made Shot,345,0021500030,Shot Chart Detail,35,75,8,3,201939,Stephen Curry,43,1,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
37,Floating Jump shot,Made Shot,364,0021500030,Shot Chart Detail,-43,110,6,3,201939,Stephen Curry,41,1,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
38,Running Layup Shot,Made Shot,487,0021500030,Shot Chart Detail,10,2,7,4,201939,Stephen Curry,18,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
39,Cutting Layup Shot,Made Shot,522,0021500030,Shot Chart Detail,-25,13,5,4,201939,Stephen Curry,12,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
40,Step Back Jump shot,Missed Shot,525,0021500030,Shot Chart Detail,87,229,4,4,201939,Stephen Curry,44,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
41,Jump Shot,Made Shot,45,0021500035,Shot Chart Detail,197,244,7,1,201939,Stephen Curry,42,1,31,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
42,Jump Shot,Missed Shot,58,0021500035,Shot Chart Detail,76,264,6,1,201939,Stephen Curry,30,1,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
43,Jump Shot,Made Shot,63,0021500035,Shot Chart Detail,-22,188,6,1,201939,Stephen Curry,10,1,18,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
44,Jump Shot,Made Shot,101,0021500035,Shot Chart Detail,181,232,4,1,201939,Stephen Curry,3,1,29,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
45,Jump Shot,Missed Shot,123,0021500035,Shot Chart Detail,122,239,2,1,201939,Stephen Curry,5,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
46,Driving Bank shot,Missed Shot,132,0021500035,Shot Chart Detail,-73,80,0,1,201939,Stephen Curry,53,1,10,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
47,Floating Jump shot,Made Shot,208,0021500035,Shot Chart Detail,19,90,6,2,201939,Stephen Curry,51,1,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
48,Jump Shot,Missed Shot,256,0021500035,Shot Chart Detail,236,-11,3,2,201939,Stephen Curry,47,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors
49,Jump Shot,Missed Shot,347,0021500035,Shot Chart Detail,-78,249,9,3,201939,Stephen Curry,53,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
50,Jump Shot,Made Shot,351,0021500035,Shot Chart Detail,-142,247,9,3,201939,Stephen Curry,12,1,28,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
51,Jump Shot,Made Shot,361,0021500035,Shot Chart Detail,-225,120,8,3,201939,Stephen Curry,5,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
52,Jump Shot,Made Shot,363,0021500035,Shot Chart Detail,-181,188,7,3,201939,Stephen Curry,40,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
53,Jump Shot,Made Shot,372,0021500035,Shot Chart Detail,137,61,6,3,201939,Stephen Curry,30,1,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors
54,Jump Shot,Missed Shot,375,0021500035,Shot Chart Detail,-119,180,6,3,201939,Stephen Curry,15,1,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
55,Running Finger Roll Layup Shot,Made Shot,383,0021500035,Shot Chart Detail,-1,16,5,3,201939,Stephen Curry,6,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
56,Jump Shot,Made Shot,396,0021500035,Shot Chart Detail,187,170,3,3,201939,Stephen Curry,49,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
57,Driving Layup Shot,Made Shot,407,0021500035,Shot Chart Detail,2,23,2,3,201939,Stephen Curry,40,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
58,Layup Shot,Made Shot,414,0021500035,Shot Chart Detail,17,8,1,3,201939,Stephen Curry,34,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
59,Driving Layup Shot,Made Shot,418,0021500035,Shot Chart Detail,10,8,1,3,201939,Stephen Curry,1,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
60,Jump Shot,Made Shot,421,0021500035,Shot Chart Detail,194,185,0,3,201939,Stephen Curry,39,1,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
61,Jump Shot,Missed Shot,426,0021500035,Shot Chart Detail,38,267,0,3,201939,Stephen Curry,9,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
62,Step Back Jump shot,Made Shot,493,0021500035,Shot Chart Detail,-158,31,6,4,201939,Stephen Curry,9,1,16,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
63,Jump Shot,Missed Shot,495,0021500035,Shot Chart Detail,-25,139,5,4,201939,Stephen Curry,44,1,14,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612744,Golden State Warriors
64,Fadeaway Jump Shot,Made Shot,539,0021500035,Shot Chart Detail,123,11,3,4,201939,Stephen Curry,13,1,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors
65,Jump Shot,Made Shot,556,0021500035,Shot Chart Detail,-145,259,2,4,201939,Stephen Curry,11,1,29,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
66,Jump Shot,Missed Shot,570,0021500035,Shot Chart Detail,222,100,1,4,201939,Stephen Curry,0,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
67,Jump Shot,Missed Shot,573,0021500035,Shot Chart Detail,-96,2,0,4,201939,Stephen Curry,34,1,9,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612744,Golden State Warriors
68,Jump Shot,Made Shot,11,0021500051,Shot Chart Detail,-210,188,10,1,201939,Stephen Curry,36,1,28,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
69,Running Jump Shot,Made Shot,17,0021500051,Shot Chart Detail,-160,120,9,1,201939,Stephen Curry,34,1,20,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
70,Jump Shot,Missed Shot,29,0021500051,Shot Chart Detail,-20,247,8,1,201939,Stephen Curry,5,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
71,Jump Shot,Missed Shot,46,0021500051,Shot Chart Detail,-202,183,6,1,201939,Stephen Curry,14,1,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
72,Jump Shot,Missed Shot,108,0021500051,Shot Chart Detail,69,237,0,1,201939,Stephen Curry,59,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
73,Jump Shot,Missed Shot,122,0021500051,Shot Chart Detail,28,21,0,1,201939,Stephen Curry,6,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
74,Jump Shot,Missed Shot,225,0021500051,Shot Chart Detail,163,203,2,2,201939,Stephen Curry,48,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
75,Floating Jump shot,Made Shot,236,0021500051,Shot Chart Detail,-7,62,2,2,201939,Stephen Curry,34,1,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors
76,Step Back Jump shot,Made Shot,289,0021500051,Shot Chart Detail,164,41,10,3,201939,Stephen Curry,0,1,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
77,Step Back Jump shot,Made Shot,297,0021500051,Shot Chart Detail,-143,210,9,3,201939,Stephen Curry,5,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
78,Driving Reverse Layup Shot,Missed Shot,313,0021500051,Shot Chart Detail,-9,7,7,3,201939,Stephen Curry,49,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
79,Running Reverse Layup Shot,Made Shot,326,0021500051,Shot Chart Detail,-6,26,6,3,201939,Stephen Curry,43,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
80,Running Reverse Layup Shot,Made Shot,331,0021500051,Shot Chart Detail,9,26,6,3,201939,Stephen Curry,28,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
81,Jump Shot,Made Shot,339,0021500051,Shot Chart Detail,232,95,5,3,201939,Stephen Curry,32,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
82,Jump Shot,Made Shot,344,0021500051,Shot Chart Detail,228,-5,4,3,201939,Stephen Curry,58,1,22,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors
83,Floating Jump shot,Made Shot,380,0021500051,Shot Chart Detail,12,97,2,3,201939,Stephen Curry,33,1,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
84,Jump Shot,Made Shot,5,0021500069,Shot Chart Detail,-43,247,11,1,201939,Stephen Curry,17,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
85,Jump Shot,Made Shot,164,0021500069,Shot Chart Detail,-151,223,9,2,201939,Stephen Curry,42,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
86,Jump Shot,Made Shot,195,0021500069,Shot Chart Detail,-122,264,7,2,201939,Stephen Curry,56,1,29,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
87,Jump Shot,Missed Shot,206,0021500069,Shot Chart Detail,101,154,6,2,201939,Stephen Curry,57,1,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
88,Pullup Jump shot,Missed Shot,219,0021500069,Shot Chart Detail,-235,3,5,2,201939,Stephen Curry,57,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors
89,Step Back Jump shot,Made Shot,248,0021500069,Shot Chart Detail,43,247,2,2,201939,Stephen Curry,8,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
90,Running Pull-Up Jump Shot,Missed Shot,289,0021500069,Shot Chart Detail,53,154,10,3,201939,Stephen Curry,39,1,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
91,Jump Shot,Missed Shot,316,0021500069,Shot Chart Detail,128,272,7,3,201939,Stephen Curry,49,1,30,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
92,Layup Shot,Missed Shot,331,0021500069,Shot Chart Detail,-3,4,6,3,201939,Stephen Curry,56,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
93,Jump Shot,Missed Shot,361,0021500069,Shot Chart Detail,-56,247,3,3,201939,Stephen Curry,38,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
94,Jump Shot,Missed Shot,367,0021500069,Shot Chart Detail,-4,85,3,3,201939,Stephen Curry,0,1,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
95,Jump Shot,Missed Shot,370,0021500069,Shot Chart Detail,163,203,2,3,201939,Stephen Curry,35,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
96,Step Back Jump shot,Made Shot,472,0021500069,Shot Chart Detail,-91,228,5,4,201939,Stephen Curry,32,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
97,Jump Shot,Made Shot,478,0021500069,Shot Chart Detail,101,249,4,4,201939,Stephen Curry,56,1,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
98,Running Jump Shot,Missed Shot,495,0021500069,Shot Chart Detail,120,111,3,4,201939,Stephen Curry,34,1,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
99,Jump Shot,Made Shot,508,0021500069,Shot Chart Detail,-194,111,2,4,201939,Stephen Curry,36,1,22,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
100,Running Jump Shot,Made Shot,523,0021500069,Shot Chart Detail,-74,257,1,4,201939,Stephen Curry,8,1,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
101,Jump Shot,Missed Shot,36,0021500083,Shot Chart Detail,195,159,8,1,201939,Stephen Curry,17,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
102,Layup Shot,Missed Shot,48,0021500083,Shot Chart Detail,10,2,6,1,201939,Stephen Curry,16,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
103,Pullup Jump shot,Made Shot,58,0021500083,Shot Chart Detail,212,139,5,1,201939,Stephen Curry,37,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
104,Jump Shot,Missed Shot,60,0021500083,Shot Chart Detail,213,149,5,1,201939,Stephen Curry,12,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
105,Jump Shot,Made Shot,73,0021500083,Shot Chart Detail,-196,183,4,1,201939,Stephen Curry,8,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
106,Jump Shot,Made Shot,93,0021500083,Shot Chart Detail,-81,252,2,1,201939,Stephen Curry,54,1,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
107,Jump Shot,Missed Shot,105,0021500083,Shot Chart Detail,87,134,1,1,201939,Stephen Curry,54,1,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors
108,Jump Shot,Missed Shot,118,0021500083,Shot Chart Detail,233,-1,1,1,201939,Stephen Curry,16,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors
109,Pullup Jump shot,Made Shot,132,0021500083,Shot Chart Detail,138,228,0,1,201939,Stephen Curry,6,1,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
110,Jump Shot,Missed Shot,135,0021500083,Shot Chart Detail,-212,439,0,1,201939,Stephen Curry,0,1,48,0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,1610612744,Golden State Warriors
111,Running Layup Shot,Made Shot,245,0021500083,Shot Chart Detail,-12,21,3,2,201939,Stephen Curry,13,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
112,Pullup Jump shot,Made Shot,275,0021500083,Shot Chart Detail,159,200,1,2,201939,Stephen Curry,6,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
113,Turnaround Jump Shot,Made Shot,280,0021500083,Shot Chart Detail,-212,134,0,2,201939,Stephen Curry,25,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
114,Jump Shot,Missed Shot,294,0021500083,Shot Chart Detail,-66,262,10,3,201939,Stephen Curry,43,1,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
115,Jump Shot,Missed Shot,342,0021500083,Shot Chart Detail,236,8,6,3,201939,Stephen Curry,3,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors
116,Step Back Jump shot,Made Shot,344,0021500083,Shot Chart Detail,227,11,5,3,201939,Stephen Curry,58,1,22,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors
117,Pullup Jump shot,Missed Shot,351,0021500083,Shot Chart Detail,-232,7,4,3,201939,Stephen Curry,57,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors
118,Floating Jump shot,Made Shot,363,0021500083,Shot Chart Detail,10,111,3,3,201939,Stephen Curry,23,1,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
119,Pullup Jump shot,Made Shot,367,0021500083,Shot Chart Detail,227,106,3,3,201939,Stephen Curry,1,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
120,Driving Reverse Layup Shot,Made Shot,370,0021500083,Shot Chart Detail,12,13,2,3,201939,Stephen Curry,28,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
121,Driving Layup Shot,Made Shot,389,0021500083,Shot Chart Detail,17,18,0,3,201939,Stephen Curry,42,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
122,Step Back Jump shot,Missed Shot,493,0021500083,Shot Chart Detail,55,252,3,4,201939,Stephen Curry,55,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
123,Jump Shot,Missed Shot,28,0021500092,Shot Chart Detail,-158,223,8,1,201939,Stephen Curry,45,1,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
124,Jump Shot,Missed Shot,62,0021500092,Shot Chart Detail,-171,92,5,1,201939,Stephen Curry,56,1,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
125,Layup Shot,Made Shot,99,0021500092,Shot Chart Detail,24,11,3,1,201939,Stephen Curry,9,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
126,Jump Shot,Missed Shot,121,0021500092,Shot Chart Detail,-166,204,1,1,201939,Stephen Curry,48,1,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
