,ACTION_TYPE,EVENT_TYPE,GAME_EVENT_ID,GAME_ID,GRID_TYPE,LOC_X,LOC_Y,MINUTES_REMAINING,PERIOD,PLAYER_ID,PLAYER_NAME,SECONDS_REMAINING,SHOT_ATTEMPTED_FLAG,SHOT_DISTANCE,SHOT_MADE_FLAG,SHOT_TYPE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,SHOT_ZONE_RANGE,TEAM_ID,TEAM_NAME
340,Jump Shot,Made Shot,80,0021500236,Shot Chart Detail,204,149,3,1,201939,Stephen Curry,53,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
341,Jump Shot,Made Shot,110,0021500236,Shot Chart Detail,174,175,1,1,201939,Stephen Curry,52,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
342,Jump Shot,Missed Shot,115,0021500236,Shot Chart Detail,171,188,1,1,201939,Stephen Curry,3,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
343,Jump Shot,Made Shot,119,0021500236,Shot Chart Detail,182,170,0,1,201939,Stephen Curry,34,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
344,Driving Reverse Layup Shot,Missed Shot,123,0021500236,Shot Chart Detail,-17,-1,0,1,201939,Stephen Curry,3,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
345,Jump Shot,Made Shot,195,0021500236,Shot Chart Detail,-138,213,6,2,201939,Stephen Curry,7,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
346,Running Finger Roll Layup Shot,Made Shot,254,0021500236,Shot Chart Detail,27,2,0,2,201939,Stephen Curry,54,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
347,Pullup Jump shot,Made Shot,259,0021500236,Shot Chart Detail,-142,229,0,2,201939,Stephen Curry,34,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
348,Jump Shot,Missed Shot,263,0021500236,Shot Chart Detail,48,249,0,2,201939,Stephen Curry,0,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
349,Jump Shot,Missed Shot,292,0021500236,Shot Chart Detail,-101,249,9,3,201939,Stephen Curry,54,1,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
350,Cutting Layup Shot,Made Shot,330,0021500236,Shot Chart Detail,2,21,6,3,201939,Stephen Curry,20,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
351,Jump Shot,Missed Shot,338,0021500236,Shot Chart Detail,-97,219,5,3,201939,Stephen Curry,53,1,23,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
352,Layup Shot,Missed Shot,342,0021500236,Shot Chart Detail,-17,7,5,3,201939,Stephen Curry,35,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
353,Jump Shot,Made Shot,344,0021500236,Shot Chart Detail,217,110,5,3,201939,Stephen Curry,31,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
354,Jump Shot,Missed Shot,370,0021500236,Shot Chart Detail,-227,-11,2,3,201939,Stephen Curry,29,1,22,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors
355,Jump Shot,Made Shot,372,0021500236,Shot Chart Detail,-197,160,2,3,201939,Stephen Curry,24,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
356,Jump Shot,Missed Shot,402,0021500236,Shot Chart Detail,-102,232,0,3,201939,Stephen Curry,55,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
357,Jump Shot,Missed Shot,415,0021500236,Shot Chart Detail,-212,382,0,3,201939,Stephen Curry,0,1,43,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
358,Step Back Jump shot,Missed Shot,5,0021500245,Shot Chart Detail,9,247,11,1,201939,Stephen Curry,14,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
359,Running Reverse Layup Shot,Made Shot,17,0021500245,Shot Chart Detail,-12,16,10,1,201939,Stephen Curry,0,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
360,Pullup Jump shot,Missed Shot,28,0021500245,Shot Chart Detail,51,257,8,1,201939,Stephen Curry,15,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
361,Pullup Jump shot,Made Shot,63,0021500245,Shot Chart Detail,-202,149,5,1,201939,Stephen Curry,18,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
362,Step Back Jump shot,Made Shot,84,0021500245,Shot Chart Detail,158,193,3,1,201939,Stephen Curry,4,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
363,Jump Shot,Made Shot,112,0021500245,Shot Chart Detail,82,242,0,1,201939,Stephen Curry,57,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
364,Pullup Jump shot,Missed Shot,316,0021500245,Shot Chart Detail,-66,254,6,3,201939,Stephen Curry,44,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
365,Jump Shot,Made Shot,6,0021500259,Shot Chart Detail,212,149,11,1,201939,Stephen Curry,12,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
366,Jump Shot,Made Shot,27,0021500259,Shot Chart Detail,156,46,9,1,201939,Stephen Curry,10,1,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
367,Jump Shot,Missed Shot,39,0021500259,Shot Chart Detail,164,175,7,1,201939,Stephen Curry,27,1,23,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
368,Finger Roll Layup Shot,Made Shot,60,0021500259,Shot Chart Detail,32,7,5,1,201939,Stephen Curry,6,1,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
369,Finger Roll Layup Shot,Missed Shot,83,0021500259,Shot Chart Detail,28,11,3,1,201939,Stephen Curry,1,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
370,Jump Shot,Missed Shot,97,0021500259,Shot Chart Detail,38,0,2,1,201939,Stephen Curry,0,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
371,Finger Roll Layup Shot,Missed Shot,218,0021500259,Shot Chart Detail,-24,0,4,2,201939,Stephen Curry,29,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
372,Jump Shot,Missed Shot,254,0021500259,Shot Chart Detail,-47,257,1,2,201939,Stephen Curry,24,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
373,Reverse Layup Shot,Made Shot,282,0021500259,Shot Chart Detail,25,-6,11,3,201939,Stephen Curry,12,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
374,Step Back Jump shot,Missed Shot,303,0021500259,Shot Chart Detail,-192,-11,8,3,201939,Stephen Curry,2,1,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
375,Jump Shot,Missed Shot,337,0021500259,Shot Chart Detail,-204,156,4,3,201939,Stephen Curry,21,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
376,Layup Shot,Missed Shot,349,0021500259,Shot Chart Detail,-20,13,3,3,201939,Stephen Curry,10,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
377,Jump Shot,Made Shot,356,0021500259,Shot Chart Detail,-173,178,2,3,201939,Stephen Curry,34,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
378,Layup Shot,Made Shot,363,0021500259,Shot Chart Detail,19,-6,0,3,201939,Stephen Curry,52,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
379,Jump Shot,Made Shot,434,0021500259,Shot Chart Detail,119,208,6,4,201939,Stephen Curry,20,1,23,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
380,Jump Shot,Missed Shot,457,0021500259,Shot Chart Detail,-20,254,2,4,201939,Stephen Curry,24,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
381,Step Back Jump shot,Made Shot,464,0021500259,Shot Chart Detail,-125,175,1,4,201939,Stephen Curry,46,1,21,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
382,Running Layup Shot,Missed Shot,466,0021500259,Shot Chart Detail,2,7,1,4,201939,Stephen Curry,29,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
383,Step Back Jump shot,Made Shot,483,0021500259,Shot Chart Detail,-205,165,0,4,201939,Stephen Curry,51,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
384,Jump Shot,Missed Shot,487,0021500259,Shot Chart Detail,120,198,0,4,201939,Stephen Curry,16,1,23,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
385,Jump Shot,Missed Shot,14,0021500268,Shot Chart Detail,-238,11,10,1,201939,Stephen Curry,42,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors
386,Pullup Jump shot,Made Shot,61,0021500268,Shot Chart Detail,218,116,5,1,201939,Stephen Curry,44,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
387,Pullup Jump shot,Made Shot,63,0021500268,Shot Chart Detail,19,301,5,1,201939,Stephen Curry,21,1,30,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
388,Jump Shot,Missed Shot,66,0021500268,Shot Chart Detail,104,291,4,1,201939,Stephen Curry,57,1,30,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
389,Jump Shot,Missed Shot,119,0021500268,Shot Chart Detail,12,252,0,1,201939,Stephen Curry,37,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
390,Driving Layup Shot,Made Shot,226,0021500268,Shot Chart Detail,9,26,3,2,201939,Stephen Curry,18,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
391,Jump Shot,Made Shot,236,0021500268,Shot Chart Detail,232,18,2,2,201939,Stephen Curry,18,1,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors
392,Driving Layup Shot,Made Shot,270,0021500268,Shot Chart Detail,14,13,10,3,201939,Stephen Curry,11,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
393,Driving Layup Shot,Made Shot,287,0021500268,Shot Chart Detail,-11,11,8,3,201939,Stephen Curry,14,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
394,Jump Shot,Missed Shot,310,0021500268,Shot Chart Detail,-29,129,5,3,201939,Stephen Curry,56,1,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
395,Driving Layup Shot,Made Shot,321,0021500268,Shot Chart Detail,-9,3,4,3,201939,Stephen Curry,55,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
396,Jump Shot,Made Shot,329,0021500268,Shot Chart Detail,-235,16,3,3,201939,Stephen Curry,59,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors
397,Running Layup Shot,Made Shot,349,0021500268,Shot Chart Detail,-9,16,2,3,201939,Stephen Curry,34,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
398,Jump Shot,Made Shot,358,0021500268,Shot Chart Detail,-63,242,1,3,201939,Stephen Curry,53,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
399,Pullup Jump shot,Made Shot,360,0021500268,Shot Chart Detail,143,262,1,3,201939,Stephen Curry,29,1,29,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
400,Driving Layup Shot,Made Shot,362,0021500268,Shot Chart Detail,9,8,0,3,201939,Stephen Curry,58,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
401,Jump Shot,Made Shot,364,0021500268,Shot Chart Detail,-101,267,0,3,201939,Stephen Curry,33,1,28,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
402,Pullup Jump shot,Made Shot,368,0021500268,Shot Chart Detail,158,257,0,3,201939,Stephen Curry,3,1,30,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
403,Pullup Jump shot,Made Shot,14,0021500290,Shot Chart Detail,153,190,10,1,201939,Stephen Curry,18,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
404,Jump Shot,Made Shot,25,0021500290,Shot Chart Detail,4,242,8,1,201939,Stephen Curry,49,1,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
405,Running Jump Shot,Made Shot,28,0021500290,Shot Chart Detail,228,26,8,1,201939,Stephen Curry,26,1,22,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors
406,Running Pull-Up Jump Shot,Made Shot,41,0021500290,Shot Chart Detail,69,136,7,1,201939,Stephen Curry,5,1,15,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
407,Jump Shot,Made Shot,43,0021500290,Shot Chart Detail,50,242,6,1,201939,Stephen Curry,39,1,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
408,Pullup Jump shot,Missed Shot,46,0021500290,Shot Chart Detail,99,237,6,1,201939,Stephen Curry,5,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
409,Jump Shot,Missed Shot,97,0021500290,Shot Chart Detail,-2,242,2,1,201939,Stephen Curry,40,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
410,Driving Floating Jump Shot,Made Shot,103,0021500290,Shot Chart Detail,48,115,1,1,201939,Stephen Curry,36,1,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
411,Reverse Layup Shot,Missed Shot,110,0021500290,Shot Chart Detail,10,13,0,1,201939,Stephen Curry,35,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
412,Jump Shot,Made Shot,230,0021500290,Shot Chart Detail,-215,115,2,2,201939,Stephen Curry,10,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
413,Finger Roll Layup Shot,Made Shot,235,0021500290,Shot Chart Detail,-2,41,1,2,201939,Stephen Curry,25,1,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors
414,Pullup Jump shot,Missed Shot,267,0021500290,Shot Chart Detail,6,242,11,3,201939,Stephen Curry,20,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
415,Driving Finger Roll Layup Shot,Made Shot,313,0021500290,Shot Chart Detail,-30,31,7,3,201939,Stephen Curry,43,1,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors
416,Driving Floating Jump Shot,Missed Shot,364,0021500290,Shot Chart Detail,-66,72,3,3,201939,Stephen Curry,33,1,9,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
417,Driving Floating Jump Shot,Missed Shot,385,0021500290,Shot Chart Detail,-104,110,1,3,201939,Stephen Curry,58,1,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612744,Golden State Warriors
418,Jump Shot,Made Shot,387,0021500290,Shot Chart Detail,-238,8,1,3,201939,Stephen Curry,50,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors
419,Jump Shot,Missed Shot,389,0021500290,Shot Chart Detail,184,156,1,3,201939,Stephen Curry,5,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
420,Driving Floating Bank Jump Shot,Made Shot,398,0021500290,Shot Chart Detail,71,46,0,3,201939,Stephen Curry,2,1,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
421,Pullup Jump shot,Made Shot,452,0021500290,Shot Chart Detail,176,180,7,4,201939,Stephen Curry,6,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
422,Driving Floating Jump Shot,Missed Shot,475,0021500290,Shot Chart Detail,-84,57,5,4,201939,Stephen Curry,6,1,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612744,Golden State Warriors
423,Jump Shot,Missed Shot,483,0021500290,Shot Chart Detail,-210,198,4,4,201939,Stephen Curry,23,1,28,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
424,Running Pull-Up Jump Shot,Made Shot,499,0021500290,Shot Chart Detail,4,252,3,4,201939,Stephen Curry,37,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
425,Pullup Jump shot,Made Shot,511,0021500290,Shot Chart Detail,2,249,2,4,201939,Stephen Curry,33,1,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
426,Pullup Jump shot,Missed Shot,513,0021500290,Shot Chart Detail,-45,252,1,4,201939,Stephen Curry,52,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
427,Jump Shot,Made Shot,41,0021500300,Shot Chart Detail,-232,95,7,1,201939,Stephen Curry,36,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
428,Jump Shot,Missed Shot,48,0021500300,Shot Chart Detail,-192,160,6,1,201939,Stephen Curry,27,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
429,Driving Layup Shot,Made Shot,70,0021500300,Shot Chart Detail,-24,3,5,1,201939,Stephen Curry,4,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
430,Cutting Finger Roll Layup Shot,Made Shot,104,0021500300,Shot Chart Detail,25,7,2,1,201939,Stephen Curry,44,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
431,Floating Jump shot,Made Shot,250,0021500300,Shot Chart Detail,84,129,2,2,201939,Stephen Curry,45,1,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors
432,Jump Shot,Made Shot,255,0021500300,Shot Chart Detail,-106,269,1,2,201939,Stephen Curry,49,1,28,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
433,Jump Shot,Missed Shot,308,0021500300,Shot Chart Detail,0,249,10,3,201939,Stephen Curry,16,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
434,Driving Layup Shot,Made Shot,332,0021500300,Shot Chart Detail,24,2,8,3,201939,Stephen Curry,6,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
435,Jump Shot,Missed Shot,363,0021500300,Shot Chart Detail,-220,110,4,3,201939,Stephen Curry,37,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
436,Jump Shot,Made Shot,366,0021500300,Shot Chart Detail,-230,31,4,3,201939,Stephen Curry,7,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors
437,Jump Shot,Missed Shot,368,0021500300,Shot Chart Detail,233,-21,3,3,201939,Stephen Curry,23,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors
438,Driving Bank shot,Made Shot,389,0021500300,Shot Chart Detail,66,56,2,3,201939,Stephen Curry,10,1,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
439,Jump Shot,Made Shot,392,0021500300,Shot Chart Detail,173,213,1,3,201939,Stephen Curry,45,1,27,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
440,Running Jump Shot,Missed Shot,400,0021500300,Shot Chart Detail,25,110,1,3,201939,Stephen Curry,11,1,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
441,Layup Shot,Made Shot,407,0021500300,Shot Chart Detail,27,7,0,3,201939,Stephen Curry,27,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
442,Jump Shot,Made Shot,413,0021500300,Shot Chart Detail,-207,129,0,3,201939,Stephen Curry,1,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
443,Driving Finger Roll Layup Shot,Missed Shot,482,0021500300,Shot Chart Detail,-24,-10,4,4,201939,Stephen Curry,46,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
444,Jump Shot,Missed Shot,2,0021500314,Shot Chart Detail,135,218,11,1,201939,Stephen Curry,47,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
445,Alley Oop Layup shot,Made Shot,20,0021500314,Shot Chart Detail,1,-5,10,1,201939,Stephen Curry,43,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
446,Step Back Jump shot,Missed Shot,31,0021500314,Shot Chart Detail,163,110,9,1,201939,Stephen Curry,2,1,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
447,Cutting Layup Shot,Made Shot,35,0021500314,Shot Chart Detail,9,8,8,1,201939,Stephen Curry,49,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
448,Jump Shot,Missed Shot,53,0021500314,Shot Chart Detail,-199,193,7,1,201939,Stephen Curry,7,1,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
449,Jump Shot,Made Shot,100,0021500314,Shot Chart Detail,187,188,3,1,201939,Stephen Curry,8,1,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
450,Driving Finger Roll Layup Shot,Made Shot,107,0021500314,Shot Chart Detail,14,2,2,1,201939,Stephen Curry,18,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
451,Jump Shot,Made Shot,112,0021500314,Shot Chart Detail,-187,193,1,1,201939,Stephen Curry,53,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
452,Jump Shot,Missed Shot,125,0021500314,Shot Chart Detail,-140,203,0,1,201939,Stephen Curry,32,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
453,Pullup Jump shot,Missed Shot,220,0021500314,Shot Chart Detail,92,164,4,2,201939,Stephen Curry,2,1,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
454,Jump Shot,Missed Shot,224,0021500314,Shot Chart Detail,209,154,3,2,201939,Stephen Curry,50,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
455,Jump Shot,Made Shot,238,0021500314,Shot Chart Detail,218,120,3,2,201939,Stephen Curry,3,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
456,Layup Shot,Missed Shot,253,0021500314,Shot Chart Detail,-12,-6,1,2,201939,Stephen Curry,1,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
457,Jump Shot,Missed Shot,264,0021500314,Shot Chart Detail,210,144,0,2,201939,Stephen Curry,5,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
458,Driving Layup Shot,Missed Shot,285,0021500314,Shot Chart Detail,-22,7,9,3,201939,Stephen Curry,11,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
459,Running Reverse Layup Shot,Made Shot,346,0021500314,Shot Chart Detail,-14,-5,3,3,201939,Stephen Curry,30,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors
460,Jump Shot,Made Shot,354,0021500314,Shot Chart Detail,-25,77,2,3,201939,Stephen Curry,38,1,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors
461,Jump Shot,Missed Shot,377,0021500314,Shot Chart Detail,197,208,0,3,201939,Stephen Curry,30,1,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
462,Step Back Jump shot,Made Shot,380,0021500314,Shot Chart Detail,159,106,0,3,201939,Stephen Curry,2,1,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
463,Step Back Jump shot,Made Shot,464,0021500314,Shot Chart Detail,76,169,3,4,201939,Stephen Curry,49,1,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors
464,Jump Shot,Missed Shot,474,0021500314,Shot Chart Detail,168,208,3,4,201939,Stephen Curry,7,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors
465,Jump Shot,Missed Shot,487,0021500314,Shot Chart Detail,27,36,1,4,201939,Stephen Curry,43,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors
